r,p,y
26.6,-38.7,43.0
17.2,-23.2,41.8
6.4,-16.2,40.5
5.8,-15.8,40.7
6.2,-16.8,40.9
6.3,-16.8,40.9
5.9,-26.3,41.6
26.1,-39.9,42.9
25.4,-35.7,43.2
13.6,-20.8,41.9
5.8,-16.3,40.8
5.6,-15.9,40.9
6.1,-16.9,41.1
6.2,-17.2,41.3
15.0,-32.6,43.0
26.5,-40.6,43.4
23.6,-33.2,43.4
8.7,-18.4,41.8
5.6,-16.2,41.3
5.5,-16.0,41.4
6.0,-17.1,41.5
6.0,-17.2,41.7
20.6,-35.5,43.7
26.9,-39.8,44.0
20.9,-28.4,42.7
7.1,-17.4,41.3
5.5,-16.8,41.7
5.5,-16.9,41.8
5.6,-17.1,41.9
3.9,-21.1,42.2
25.5,-39.9,44.2
25.8,-37.3,44.5
15.2,-22.2,43.1
6.3,-17.4,42.0
5.5,-16.1,42.0
6.0,-17.2,42.2
6.0,-17.2,42.3
16.5,-33.4,44.2
26.5,-40.9,44.5
22.3,-31.7,44.1
8.8,-18.9,42.8
5.5,-17.2,42.5
5.2,-16.6,42.5
5.6,-17.3,42.6
5.6,-17.4,42.8
18.3,-34.7,44.8
26.0,-40.8,45.2
21.2,-30.2,44.2
7.5,-18.1,42.6
5.2,-16.6,42.7
5.2,-16.6,42.8
5.7,-17.5,43.0
5.7,-17.6,43.0
19.7,-36.1,45.2
25.3,-40.0,45.6
18.9,-26.8,43.7
5.4,-17.1,42.5
4.3,-16.5,42.6
4.8,-17.4,42.8
4.9,-17.4,42.9
8.8,-30.3,44.8
25.3,-41.0,45.4
22.1,-33.0,45.0
8.0,-19.0,43.1
5.2,-17.2,42.9
5.4,-17.5,43.0
5.6,-17.6,43.1
3.4,-25.0,43.6
23.9,-39.4,45.7
25.5,-37.8,45.9
15.3,-22.9,44.3
5.3,-17.2,43.1
5.0,-16.7,43.2
5.6,-17.9,43.4
5.6,-17.9,43.5
18.0,-35.0,45.7
26.1,-40.8,46.1
19.1,-26.6,44.5
5.8,-17.1,43.3
5.1,-16.7,43.4
5.4,-17.3,43.5
5.8,-18.1,43.6
3.1,-23.9,44.1
23.8,-40.1,46.4
25.5,-38.7,46.4
16.2,-23.7,44.8
5.2,-17.4,43.6
4.9,-17.0,43.7
5.4,-18.1,43.9
5.5,-18.0,44.0
13.7,-32.9,45.9
25.8,-41.5,46.5
21.2,-31.4,45.7
7.0,-18.5,43.6
5.1,-17.8,44.1
5.1,-17.6,44.2
5.4,-18.1,44.2
5.4,-18.2,44.4
19.0,-36.2,46.6
26.2,-40.4,47.0
19.8,-28.5,45.3
6.5,-18.4,43.9
4.9,-17.6,44.4
5.2,-18.4,44.6
5.3,-18.3,44.5
5.0,-28.0,45.5
24.0,-40.8,47.5
25.3,-38.7,47.4
15.3,-23.8,45.9
5.2,-18.3,44.8
4.8,-17.8,44.9
5.1,-18.4,45.1
5.2,-18.4,45.0
11.5,-32.5,47.1
25.9,-41.9,47.6
21.9,-32.9,46.9
6.7,-18.9,44.6
5.0,-18.4,45.1
5.1,-18.4,45.2
5.2,-18.5,45.2
5.3,-18.7,45.3
22.3,-38.7,47.6
25.7,-39.6,48.0
18.1,-26.4,46.4
5.7,-18.6,45.2
5.0,-17.8,45.3
5.3,-18.7,45.7
5.4,-18.7,45.6
9.6,-31.6,47.5
26.1,-42.3,47.8
22.3,-34.0,47.7
8.3,-20.4,45.9
5.4,-18.8,45.7
5.2,-18.2,45.6
5.5,-18.9,45.7
5.6,-19.0,46.0
21.3,-38.4,48.4
26.2,-42.0,48.5
20.1,-29.3,46.8
6.1,-18.9,45.8
5.2,-18.7,46.0
5.3,-18.8,46.1
5.5,-19.1,46.2
3.0,-25.9,46.7
23.5,-40.9,49.1
25.2,-39.4,49.2
17.2,-26.0,47.5
5.4,-18.9,46.2
4.9,-18.4,46.3
5.1,-19.0,46.5
5.3,-19.2,46.5
2.8,-25.0,47.0
23.1,-40.7,49.5
25.3,-39.9,49.5
17.5,-26.6,47.8
5.3,-18.9,46.5
4.8,-18.4,46.6
5.2,-19.3,46.8
5.2,-19.4,46.9
3.9,-27.9,47.6
24.6,-42.2,49.5
25.0,-39.0,49.7
14.2,-24.1,47.9
5.1,-19.2,47.0
4.8,-18.7,47.0
5.0,-19.2,47.3
5.1,-19.2,47.3
6.3,-30.0,48.4
25.1,-42.6,49.7
24.5,-38.0,49.9
12.1,-23.1,48.2
5.2,-19.6,47.4
5.0,-18.9,47.3
5.3,-19.6,47.4
4.9,-20.5,47.5
23.0,-40.4,50.3
25.7,-40.8,50.4
18.4,-27.9,48.8
6.2,-19.3,47.5
5.2,-19.0,47.7
5.4,-19.4,47.9
5.5,-19.7,48.0
6.7,-30.7,49.3
25.6,-42.3,49.7
23.1,-35.0,49.7
8.7,-20.8,48.1
5.4,-19.1,47.8
5.2,-18.6,47.7
5.5,-19.2,47.9
5.4,-19.6,48.0
21.2,-38.3,50.1
26.2,-41.7,50.6
19.2,-28.7,49.0
6.0,-19.2,47.9
5.2,-19.1,48.1
5.4,-19.5,48.2
5.4,-19.5,48.2
4.2,-28.2,48.9
24.3,-42.0,50.8
25.4,-40.2,50.9
15.9,-25.4,49.3
5.3,-19.2,48.1
5.1,-19.0,48.2
5.4,-19.8,48.5
5.5,-19.8,48.5
13.7,-34.9,50.3
26.0,-43.3,51.0
21.3,-33.0,50.0
8.0,-21.2,48.6
5.2,-19.8,48.5
5.2,-19.5,48.6
5.3,-19.8,48.7
4.9,-21.0,48.7
22.2,-39.6,50.9
26.1,-42.8,51.4
20.7,-31.4,49.9
6.7,-20.2,48.4
5.3,-20.1,48.8
5.3,-19.8,48.9
5.5,-20.1,48.9
5.0,-21.3,49.0
22.9,-41.1,51.7
25.8,-41.3,51.8
14.6,-25.3,50.2
5.4,-20.1,49.0
5.1,-19.4,49.1
5.6,-20.5,49.3
5.7,-20.6,49.4
15.7,-36.4,51.3
26.1,-44.0,51.7
20.9,-32.7,50.8
6.8,-20.8,49.1
5.4,-20.3,49.6
5.3,-20.1,49.7
5.5,-20.5,49.7
4.3,-23.4,50.0
23.9,-41.1,52.1
26.8,-42.1,52.3
19.1,-29.2,51.0
6.0,-20.5,49.8
5.1,-20.1,50.0
5.3,-20.6,50.2
5.4,-20.5,50.1
2.9,-26.1,50.5
24.8,-43.3,52.5
25.8,-41.2,52.8
13.8,-25.2,51.2
5.4,-20.7,50.2
4.9,-19.9,50.2
5.3,-20.8,50.6
5.3,-20.8,50.5
13.9,-36.1,52.4
25.9,-44.5,52.9
22.0,-36.1,52.7
8.8,-23.2,51.2
5.3,-21.2,50.6
5.0,-20.4,50.6
5.3,-21.3,50.9
5.4,-21.2,50.9
16.5,-37.7,52.9
25.8,-43.6,53.6
19.7,-30.7,51.8
6.1,-21.2,50.7
5.1,-20.6,50.9
5.3,-21.0,51.0
5.3,-21.1,51.1
3.2,-28.7,51.6
24.1,-43.3,53.8
25.3,-41.2,53.9
14.6,-26.2,52.3
5.0,-20.6,51.1
5.0,-20.6,51.3
5.3,-21.4,51.5
5.4,-21.4,51.5
15.8,-37.5,53.5
25.5,-44.9,54.2
21.4,-35.1,53.5
8.5,-22.8,51.9
5.2,-21.1,51.6
5.0,-20.7,51.7
5.3,-21.2,51.8
5.1,-21.6,51.9
21.1,-40.4,54.3
25.8,-43.6,54.8
17.5,-28.5,53.2
5.3,-21.2,51.9
4.8,-20.8,52.1
5.0,-21.4,52.3
5.1,-21.3,52.3
7.5,-33.3,54.0
25.7,-44.9,54.8
21.7,-36.0,54.4
7.8,-22.8,52.3
4.9,-21.3,52.4
4.9,-21.3,52.5
5.1,-21.6,52.5
5.0,-21.8,52.7
22.0,-42.0,55.5
25.5,-43.5,55.6
19.0,-31.1,53.7
6.2,-21.8,52.4
4.8,-21.4,52.8
4.8,-21.2,52.8
5.0,-21.6,52.9
4.3,-23.3,53.0
22.8,-43.2,55.9
25.1,-42.7,55.9
18.2,-29.9,54.1
5.2,-22.1,52.9
4.7,-21.4,53.0
4.9,-22.1,53.3
5.0,-22.0,53.2
9.3,-35.1,55.3
24.8,-45.3,55.9
22.9,-38.8,55.9
9.1,-24.5,53.9
4.9,-22.1,53.4
4.7,-21.5,53.3
5.0,-22.1,53.5
5.0,-22.2,53.7
19.3,-40.7,56.2
25.4,-45.1,56.6
18.7,-30.7,54.7
5.8,-22.3,53.5
4.7,-22.1,53.8
4.8,-22.3,54.1
4.9,-22.2,54.0
2.7,-29.9,54.6
24.0,-45.1,57.0
24.0,-41.3,57.0
14.1,-27.4,55.1
5.0,-22.3,54.0
4.7,-21.9,54.1
4.9,-22.4,54.3
4.9,-22.4,54.4
11.9,-36.9,56.6
25.2,-46.1,57.3
21.1,-36.6,56.5
6.2,-23.0,54.1
4.6,-22.6,54.6
4.6,-22.3,54.6
4.8,-22.6,54.6
3.7,-25.0,54.9
23.3,-45.2,58.0
24.0,-41.9,57.8
12.7,-27.0,55.7
4.7,-22.9,54.8
4.3,-22.4,54.9
4.5,-22.9,55.2
4.6,-22.9,55.1
9.8,-36.6,57.5
24.5,-46.3,58.3
22.2,-39.2,57.9
10.3,-26.1,56.0
4.3,-22.7,55.5
4.3,-22.5,55.5
4.5,-22.7,55.5
3.7,-24.6,55.7
20.9,-42.8,58.6
24.4,-43.6,58.9
15.2,-28.8,56.8
4.4,-22.7,55.5
4.2,-22.4,55.6
4.5,-23.0,55.8
4.6,-23.1,55.9
19.4,-41.4,58.4
25.0,-45.6,59.0
19.7,-34.4,57.1
6.0,-23.3,55.4
4.5,-22.7,55.8
4.5,-22.6,55.9
4.7,-23.0,56.0
2.7,-27.8,56.5
23.7,-46.0,59.1
24.0,-42.8,59.3
14.0,-28.2,57.2
4.8,-23.3,56.1
4.6,-23.0,56.2
4.8,-23.4,56.4
4.9,-23.4,56.4
15.9,-40.0,58.9
24.7,-46.7,59.5
20.8,-36.9,58.4
6.7,-24.0,56.1
4.7,-23.4,56.6
4.5,-23.0,56.6
4.8,-23.5,56.7
4.5,-24.3,56.8
23.2,-45.3,60.0
25.0,-44.5,60.1
18.3,-31.8,58.1
6.0,-23.4,56.7
4.6,-22.8,57.0
4.7,-23.1,57.1
4.8,-23.2,57.2
2.3,-30.0,57.7
23.9,-45.9,60.2
24.5,-43.3,60.4
14.5,-28.6,58.4
4.9,-23.4,57.3
4.5,-22.6,57.3
4.7,-23.4,57.6
4.8,-23.4,57.6
7.0,-35.2,59.4
25.2,-46.9,60.4
20.7,-37.6,59.8
7.6,-25.6,58.3
4.5,-23.4,57.9
4.2,-22.6,57.7
4.6,-23.4,57.9
4.5,-23.8,58.0
19.7,-42.5,60.7
24.9,-45.8,61.3
19.8,-34.4,59.1
5.4,-23.5,57.7
4.3,-23.6,58.1
4.2,-23.2,58.1
4.4,-23.7,58.2
3.4,-26.0,58.4
23.5,-46.3,61.3
24.7,-44.3,61.5
15.2,-29.8,59.6
4.8,-23.7,58.2
4.1,-23.3,58.4
4.3,-23.8,58.6
4.3,-23.8,58.6
6.2,-35.5,60.4
25.3,-47.6,61.3
22.4,-40.6,61.2
7.8,-26.3,59.2
4.3,-23.9,58.8
4.2,-23.6,58.8
4.4,-24.0,58.9
4.4,-24.2,59.1
21.3,-44.3,61.9
25.4,-46.6,62.1
20.0,-35.5,60.2
5.8,-24.3,58.7
4.1,-23.9,59.1
4.1,-23.8,59.2
4.2,-24.1,59.3
4.2,-24.2,59.5
20.9,-43.8,62.3
25.4,-46.1,62.5
16.4,-31.0,60.8
4.6,-24.4,59.4
3.9,-23.6,59.5
4.2,-24.2,59.7
4.2,-24.2,59.7
4.2,-34.6,61.2
26.3,-48.0,61.8
22.9,-41.5,62.4
8.0,-27.1,60.5
4.0,-24.2,60.1
3.8,-23.7,60.0
4.0,-24.3,60.2
4.1,-24.3,60.2
20.0,-44.0,63.3
25.6,-46.7,63.3
20.0,-34.9,61.4
5.7,-24.9,59.9
4.0,-24.2,60.3
4.1,-24.4,60.3
4.2,-24.5,60.4
4.0,-25.1,60.5
21.7,-45.5,63.8
24.0,-44.7,63.9
14.1,-30.2,61.7
4.3,-24.8,60.5
3.8,-24.5,60.6
4.0,-24.8,60.9
4.0,-24.8,60.8
10.2,-39.0,63.5
24.4,-48.4,64.3
20.2,-37.4,62.5
6.2,-25.5,60.5
3.9,-24.7,61.0
3.9,-24.6,61.1
4.1,-25.0,61.2
4.1,-25.0,61.3
19.4,-44.2,64.4
24.1,-47.4,65.0
18.6,-34.2,62.6
5.7,-25.3,61.0
4.0,-24.9,61.4
4.1,-25.1,61.5
4.2,-25.1,61.5
1.5,-31.2,62.1
22.2,-46.8,64.9
23.4,-44.5,65.0
9.8,-28.7,62.4
3.7,-25.1,61.8
3.6,-24.6,61.7
3.8,-25.2,61.9
3.8,-25.2,62.0
16.3,-42.7,64.7
24.3,-48.4,65.5
19.2,-36.8,63.4
5.3,-25.5,61.7
3.6,-25.0,62.1
3.8,-25.3,62.3
3.8,-25.3,62.3
1.6,-30.1,62.8
22.7,-48.0,65.8
22.1,-43.3,65.6
10.0,-29.1,63.2
3.5,-25.4,62.6
3.4,-25.1,62.5
3.6,-25.4,62.6
3.7,-25.4,62.7
18.6,-44.2,65.8
24.5,-48.9,66.3
19.8,-38.4,64.6
5.9,-26.1,62.4
3.5,-25.2,62.8
3.4,-25.0,62.8
3.7,-25.3,62.9
3.2,-26.5,62.9
20.9,-46.6,66.5
23.6,-47.3,66.9
17.0,-33.7,64.5
4.2,-25.4,62.8
3.4,-25.5,63.1
3.3,-25.3,63.1
3.5,-25.7,63.2
3.2,-26.6,63.3
21.5,-47.8,67.3
22.6,-45.0,67.1
12.8,-30.7,64.6
3.6,-25.5,63.3
3.2,-25.3,63.4
3.4,-25.7,63.7
3.5,-25.7,63.6
3.7,-36.0,65.2
22.6,-48.9,67.3
21.2,-42.9,67.0
7.1,-28.3,64.4
3.6,-26.0,63.9
3.5,-25.6,63.8
3.6,-26.0,63.9
3.7,-26.1,64.0
17.6,-44.2,67.0
23.8,-49.3,67.7
19.2,-38.3,65.7
5.5,-26.7,63.6
3.5,-25.8,64.1
3.6,-26.0,64.2
3.6,-26.2,64.3
1.9,-29.8,64.7
20.5,-47.0,68.0
23.1,-47.2,68.3
16.9,-34.6,65.9
4.3,-26.6,64.3
3.5,-26.2,64.5
3.6,-26.5,64.6
3.6,-26.6,64.7
1.0,-33.4,65.4
23.0,-49.8,68.4
21.5,-43.9,68.2
10.8,-30.9,65.8
3.5,-26.8,65.0
3.3,-26.2,64.9
3.5,-26.7,65.2
3.5,-26.7,65.1
5.4,-38.5,67.4
23.3,-50.1,68.9
20.5,-42.8,68.3
6.9,-28.8,65.7
3.2,-26.7,65.5
3.0,-26.4,65.4
3.2,-26.8,65.6
3.1,-27.1,65.7
18.4,-45.6,69.1
23.5,-49.0,69.7
18.5,-37.5,67.1
5.5,-27.6,65.3
2.9,-26.4,65.7
3.0,-26.5,65.8
3.2,-26.8,65.9
0.4,-33.2,66.7
21.7,-48.6,69.7
22.8,-47.2,70.0
16.3,-34.7,67.6
3.8,-27.1,66.1
3.1,-26.6,66.2
3.2,-27.0,66.5
3.3,-27.0,66.4
8.5,-40.8,69.4
23.1,-50.5,70.3
19.5,-41.6,69.2
5.3,-27.7,66.2
2.8,-27.0,66.6
2.7,-26.7,66.7
2.9,-27.1,66.7
0.4,-32.4,67.5
21.1,-49.6,71.2
21.3,-46.3,71.1
9.2,-30.7,67.8
2.8,-27.2,67.1
2.6,-26.8,67.2
2.7,-27.2,67.4
2.8,-27.2,67.4
10.7,-42.3,70.4
22.4,-49.7,71.8
17.7,-37.0,68.8
3.8,-27.6,67.2
2.6,-27.1,67.4
2.8,-27.5,67.5
2.8,-27.4,67.6
0.1,-33.2,68.2
21.0,-49.9,71.8
20.8,-45.5,71.5
8.2,-31.3,68.4
2.0,-27.7,67.7
1.9,-27.3,67.6
2.1,-27.7,67.8
2.1,-27.9,67.9
19.0,-48.8,72.4
21.3,-48.5,72.6
13.5,-34.3,69.4
2.8,-27.9,67.9
2.0,-27.2,67.9
2.2,-27.8,68.2
2.3,-27.7,68.2
3.2,-38.8,70.6
21.6,-51.0,72.7
19.6,-44.5,72.0
6.2,-30.4,69.0
2.2,-27.8,68.5
2.0,-27.4,68.4
2.3,-27.9,68.6
2.3,-27.9,68.6
13.1,-44.6,72.0
21.6,-51.0,73.3
17.7,-39.6,70.4
4.2,-28.5,68.2
2.2,-27.8,68.7
2.2,-27.7,68.7
2.4,-28.0,68.8
0.6,-31.7,69.4
19.3,-49.0,73.3
22.0,-49.9,73.7
15.8,-36.5,70.7
3.5,-28.2,68.8
2.3,-27.9,69.0
2.4,-28.1,69.2
2.4,-28.1,69.2
8.8,-42.6,72.5
21.5,-51.5,73.9
18.8,-43.5,72.8
6.0,-30.1,69.9
2.3,-28.2,69.5
2.2,-27.8,69.4
2.4,-28.3,69.7
2.4,-28.2,69.7
12.5,-44.7,73.2
21.6,-51.6,74.4
18.3,-41.9,72.3
5.2,-29.4,69.6
2.4,-28.3,70.0
2.4,-28.2,70.0
2.5,-28.4,70.1
2.5,-28.4,70.2
18.3,-48.8,74.7
21.3,-50.2,75.1
16.1,-37.0,71.9
3.0,-28.4,70.1
2.3,-28.3,70.3
2.4,-28.5,70.5
2.4,-28.5,70.5
-0.3,-35.2,71.4
20.5,-51.2,75.3
20.3,-47.0,75.0
9.8,-32.8,71.7
2.4,-28.6,70.9
2.3,-28.2,70.7
2.4,-28.6,70.9
2.4,-28.6,71.0
17.0,-47.7,75.2
21.4,-50.4,76.0
16.8,-39.1,72.7
3.5,-28.9,70.9
2.3,-28.6,71.2
2.2,-28.4,71.1
2.4,-28.8,71.3
2.3,-29.2,71.4
17.9,-49.1,76.4
20.7,-49.6,76.5
14.4,-35.9,73.2
2.4,-28.8,71.3
1.8,-28.3,71.5
1.9,-28.5,71.6
2.0,-28.7,71.7
4.2,-41.0,74.7
21.4,-52.1,76.6
18.8,-44.6,75.4
6.0,-30.9,72.3
1.9,-28.5,71.8
2.0,-28.6,71.9
2.0,-28.7,72.0
1.9,-29.0,72.0
16.1,-47.7,76.4
21.6,-51.7,77.1
17.4,-39.5,73.8
3.7,-29.3,71.7
1.9,-28.8,72.1
2.0,-28.9,72.2
2.1,-29.0,72.3
0.5,-32.1,72.8
19.1,-50.8,77.4
20.9,-50.0,77.6
14.6,-36.5,74.3
2.8,-29.4,72.4
1.8,-28.9,72.6
1.9,-29.1,72.6
1.9,-29.3,72.7
-1.0,-35.4,73.7
18.5,-50.9,78.1
20.1,-49.3,77.9
14.2,-36.6,74.6
2.8,-29.6,72.7
1.7,-29.1,72.9
1.8,-29.4,73.0
1.9,-29.4,73.1
0.7,-38.8,74.9
20.5,-52.7,78.3
18.2,-45.3,77.2
5.5,-31.7,73.7
1.8,-29.6,73.3
1.8,-29.5,73.3
1.9,-29.7,73.4
0.1,-33.0,74.0
19.0,-51.3,78.5
19.6,-48.3,78.4
9.6,-34.2,74.8
1.9,-29.7,74.0
1.9,-29.5,73.8
1.9,-29.7,74.0
2.0,-29.7,74.0
11.3,-45.7,77.5
20.3,-52.6,79.3
16.7,-41.9,76.5
3.5,-30.2,73.7
1.5,-29.5,74.1
1.5,-29.4,74.2
1.6,-29.7,74.3
1.5,-30.0,74.4
15.7,-48.6,79.0
20.0,-52.2,80.0
16.4,-40.2,76.3
2.8,-29.9,74.2
1.4,-29.6,74.5
1.4,-29.8,74.6
1.4,-29.8,74.7
-1.5,-36.2,75.7
17.8,-51.4,80.3
19.4,-49.7,80.2
11.6,-35.7,76.5
1.9,-30.1,74.8
1.3,-29.7,74.9
1.4,-30.0,75.2
1.4,-30.0,75.1
3.2,-42.1,78.3
19.4,-53.1,80.6
18.1,-47.2,79.9
9.0,-34.6,76.4
1.1,-30.2,75.5
1.0,-29.8,75.3
1.2,-30.2,75.6
1.2,-30.2,75.5
6.0,-44.0,79.2
19.5,-53.4,81.1
17.1,-45.7,79.8
4.6,-32.3,76.1
1.0,-30.3,75.8
0.8,-29.8,75.7
1.0,-30.3,75.9
1.1,-30.4,75.9
16.1,-50.7,81.6
18.7,-50.2,81.7
13.2,-37.5,77.9
1.2,-30.6,76.0
0.8,-30.2,76.1
0.9,-30.4,76.3
1.0,-30.4,76.3
9.5,-45.9,80.4
18.5,-53.2,82.3
16.2,-43.9,79.5
3.6,-31.6,76.1
0.5,-30.2,76.0
0.4,-29.9,76.1
0.6,-30.4,76.3
0.6,-30.4,76.3
12.1,-47.8,81.2
18.8,-53.4,82.5
15.9,-42.5,78.9
2.7,-31.2,75.9
0.4,-30.3,76.4
0.5,-30.5,76.5
0.5,-30.6,76.6
-2.5,-37.4,77.8
17.5,-53.0,83.0
17.9,-49.2,82.2
8.7,-35.3,78.1
0.6,-30.7,77.0
0.5,-30.3,76.8
0.5,-30.6,77.1
0.6,-30.6,77.0
13.8,-49.4,82.5
18.8,-52.6,83.4
14.5,-39.7,79.3
2.2,-31.1,76.8
0.3,-30.6,77.3
0.4,-30.8,77.4
0.4,-30.8,77.5
-1.0,-40.1,79.5
17.5,-53.7,83.7
17.0,-48.0,82.7
7.9,-35.3,78.9
0.1,-30.8,77.8
0.1,-30.5,77.7
0.2,-30.8,77.9
0.3,-30.8,77.9
8.9,-46.5,82.2
18.3,-53.3,84.4
14.8,-41.5,80.1
1.8,-31.3,77.7
0.2,-30.8,78.0
0.2,-31.0,78.1
0.3,-31.1,78.2
-1.3,-40.2,80.2
16.6,-53.4,84.9
16.6,-47.9,83.4
7.9,-35.6,79.7
0.3,-31.3,78.3
-0.0,-30.7,78.4
0.1,-31.1,78.7
0.2,-31.1,78.6
1.2,-42.7,81.9
17.6,-54.0,84.9
16.6,-48.1,83.8
4.9,-34.3,79.7
0.2,-31.1,78.9
0.1,-30.6,78.7
0.2,-31.1,79.0
0.3,-31.1,79.0
5.3,-45.1,83.1
18.3,-54.2,85.4
15.3,-43.3,81.7
3.1,-32.6,79.1
0.0,-31.3,79.1
-0.0,-31.1,79.1
0.0,-31.4,79.3
-3.0,-37.5,80.5
15.7,-52.9,85.9
17.5,-51.3,85.7
10.1,-37.4,81.3
0.5,-31.9,79.4
-0.2,-31.2,79.5
-0.1,-31.7,79.8
-0.0,-31.7,79.8
8.3,-47.3,84.4
17.8,-54.5,86.5
14.9,-43.9,82.8
2.3,-32.2,79.5
-0.1,-31.4,80.0
-0.0,-31.6,80.1
0.0,-31.6,80.2
-3.1,-38.1,81.4
15.7,-53.2,87.0
17.4,-51.3,86.6
12.0,-38.9,82.5
0.4,-32.0,80.3
-0.2,-31.6,80.4
-0.2,-31.9,80.6
-0.1,-31.9,80.6
4.6,-45.7,85.0
17.7,-54.9,87.5
15.5,-45.5,84.3
2.9,-33.2,80.7
-0.0,-31.8,80.7
-0.1,-31.6,80.8
-0.0,-32.0,81.0
-1.7,-35.0,81.7
15.0,-53.5,88.0
16.7,-51.3,87.6
11.5,-39.1,83.4
-0.0,-32.2,81.3
-0.1,-31.7,81.2
-0.0,-32.1,81.5
0.0,-32.1,81.4
8.6,-48.0,86.1
17.8,-55.2,88.2
15.2,-45.5,85.1
2.7,-33.3,81.5
-0.5,-31.8,81.5
-0.6,-31.8,81.6
-0.5,-32.0,81.8
-2.3,-35.4,82.4
14.0,-52.6,88.5
17.1,-53.7,88.9
13.2,-40.8,84.2
1.2,-32.4,81.6
-0.4,-32.0,82.0
-0.3,-32.2,82.2
-0.3,-32.2,82.2
4.4,-46.4,86.8
16.9,-55.4,89.3
14.8,-45.8,86.1
3.3,-34.2,82.8
-0.6,-32.4,82.5
-0.7,-32.1,82.5
-0.5,-32.5,82.7
-0.5,-32.5,82.7
10.9,-50.1,88.5
16.8,-54.6,90.1
14.6,-44.1,85.6
1.4,-32.9,82.4
-0.7,-32.3,82.9
-0.7,-32.3,83.0
-0.7,-32.4,83.1
-1.1,-33.4,83.2
14.1,-53.8,90.8
16.3,-52.7,90.4
12.2,-40.5,85.7
-0.2,-32.4,83.2
-1.1,-32.2,83.5
-1.0,-32.4,83.6
-1.0,-32.4,83.7
-1.7,-42.8,86.7
15.2,-55.2,91.2
15.2,-50.3,90.1
5.6,-36.6,85.1
-1.7,-32.2,84.0
-1.6,-32.1,83.9
-1.6,-32.3,84.1
-1.5,-32.3,84.1
7.7,-48.6,89.5
16.3,-55.3,91.7
14.0,-45.7,87.9
1.7,-33.9,84.1
-1.2,-32.7,84.2
-1.3,-32.6,84.2
-1.1,-32.8,84.4
-3.6,-37.0,85.4
14.3,-54.4,92.0
15.5,-51.8,91.3
7.5,-38.0,86.2
-1.0,-32.8,84.4
-1.5,-32.7,84.6
-1.5,-32.8,84.8
-1.5,-32.8,84.8
9.3,-50.5,91.1
15.5,-55.3,92.8
13.0,-44.3,87.9
-0.4,-33.1,84.6
-1.8,-32.7,84.9
-1.8,-32.9,85.2
-1.7,-32.8,85.2
-2.1,-43.5,88.5
14.7,-55.9,93.1
14.3,-50.8,91.8
4.7,-37.1,86.7
-1.9,-33.2,85.7
-1.9,-32.8,85.5
-1.9,-33.2,85.7
-1.8,-33.2,85.7
11.5,-52.7,92.9
14.8,-53.3,93.4
9.1,-39.8,88.0
-1.8,-33.4,85.7
-2.1,-33.2,85.9
-2.1,-33.3,86.0
-2.1,-33.3,86.1
0.5,-46.3,91.0
14.0,-56.2,93.9
13.9,-50.7,92.3
4.5,-37.5,87.1
-2.1,-33.5,86.1
-2.1,-33.3,85.9
-2.0,-33.5,86.1
-2.0,-33.5,86.1
4.1,-48.2,91.3
14.8,-56.4,94.3
13.2,-47.8,90.9
1.7,-36.1,87.0
-2.2,-33.6,86.5
-2.2,-33.5,86.3
-2.1,-33.6,86.5
-5.1,-39.0,87.7
12.6,-55.4,95.0
13.9,-52.1,93.7
6.1,-38.5,88.3
-2.3,-33.8,86.7
-2.4,-33.4,86.7
-2.3,-33.6,86.9
-2.3,-33.6,87.0
8.6,-51.6,94.0
14.0,-55.3,95.5
12.2,-44.2,89.8
-0.4,-33.8,86.6
-2.4,-33.4,87.1
-2.5,-33.2,87.1
-2.4,-33.6,87.3
-5.3,-38.9,88.6
11.1,-54.5,95.8
14.0,-54.5,95.7
9.6,-41.2,90.1
-2.0,-33.7,87.4
-2.4,-33.5,87.5
-2.4,-33.8,87.8
-2.3,-33.8,87.7
-2.5,-44.8,91.6
13.9,-56.7,96.2
12.4,-48.0,92.8
1.3,-36.3,88.6
-2.5,-33.8,87.9
-2.6,-33.6,87.9
-2.6,-33.9,88.1
-2.7,-34.3,88.2
10.5,-53.8,96.0
13.6,-54.7,96.6
9.6,-41.5,90.9
-1.9,-34.2,88.2
-2.6,-33.8,88.3
-2.6,-34.2,88.6
-2.5,-34.1,88.6
-2.5,-45.4,92.7
12.9,-56.8,97.4
12.5,-49.8,94.8
1.1,-36.5,89.6
-2.9,-34.0,88.8
-2.9,-34.0,88.9
-2.9,-34.0,89.0
-2.8,-34.1,89.0
9.6,-52.5,96.1
14.2,-56.5,97.9
11.5,-44.8,92.3
-0.9,-34.6,88.9
-2.7,-34.2,89.3
-2.7,-34.3,89.4
-2.6,-34.3,89.5
-5.1,-43.1,92.1
11.7,-56.1,98.6
12.7,-53.6,97.8
4.7,-38.9,91.3
-2.6,-34.9,89.9
-2.8,-34.3,89.6
-2.6,-34.8,89.7
-2.6,-34.8,89.9
-0.1,-48.0,95.3
12.5,-57.2,99.2
11.0,-46.5,94.0
-0.4,-35.8,90.1
-3.3,-34.5,90.2
-3.3,-34.3,90.1
-3.2,-34.6,90.3
-3.3,-35.0,90.3
9.3,-54.6,98.9
11.2,-52.3,98.1
5.7,-40.1,92.3
-3.6,-34.7,90.1
-3.9,-34.2,90.1
-3.7,-34.5,90.2
-3.7,-34.5,90.2
3.3,-50.0,96.8
